	HypoPrepubertalDHT2	HypoPrepubertalDHT3	HypoPrepubertalDHT4	HypoPrepubertalCNT1	HypoPrepubertalCNT2	HypoPrepubertalCNT3	HypoPrepubertalCNT4
Rtn1	10	6	15	8	13	17	4
Lrrc9	0	0	0	0	0	0	0
Pcnx4	0	1	0	1	1	0	0
Dhrs7	0	3	2	0	2	3	1
Ppm1a	3	2	0	3	2	2	0
M0t1	0	2	1	0	0	0	0
Trmt5	0	0	0	0	0	0	0
Slc38a6	0	0	0	0	0	1	0
Prkch	0	0	1	0	0	0	0
Hif1a	0	1	0	0	0	0	0
S0pc1	0	0	0	0	1	0	0
Syt16	0	1	0	0	0	0	0
1700086L19Rik	0	0	0	0	1	0	0
Dbpht2	0	0	0	0	1	0	0
Rhoj	0	1	0	1	0	0	0
Ppp2r5e	0	0	1	1	1	1	0
Wdr89	0	1	0	0	0	0	0
Sgpp1	1	0	1	0	0	0	0
Syne2	0	8	1	1	0	1	0
Esr2	0	2	0	0	0	1	0
Mthfd1	0	0	1	0	0	1	0
Akap5	0	0	0	0	0	0	0
Zbtb1	1	0	0	0	1	0	1
Hspa2	1	0	0	0	1	0	0
Plekhg3	0	0	1	1	0	1	0
Sptb	1	1	0	0	0	0	0
Churc1	1	0	1	1	3	1	0
Fntb	0	0	0	0	0	0	0
Rab15	0	0	1	0	0	0	1
Max	0	4	1	1	2	2	1
Fut8	0	0	0	0	1	0	0
Gm48226	0	1	0	1	1	0	0
Gphn	0	1	0	0	1	1	0
Mpp5	0	1	1	0	2	0	0
Atp6v1d	6	4	3	1	4	0	0
Eif2s1	1	0	0	1	4	4	0
Tmem229b	0	0	1	0	0	0	0
Plekhh1	0	0	0	0	0	0	0
Arg2	0	1	0	0	0	0	0
Vti1b	3	6	4	2	6	6	1
Rdh11	2	0	0	0	0	1	0
Rdh12	0	0	0	0	0	0	0
Zfyve26	0	0	0	0	0	0	0
Zfp36l1	0	2	0	1	0	0	1
Gm26669	0	0	0	0	0	0	0
2310015A10Rik	0	0	0	0	0	0	0
Actn1	0	1	0	0	0	0	0
Dcaf5	2	0	1	1	0	0	1
Exd2	0	0	0	1	0	1	0
Galnt16	2	0	1	2	1	1	0
Erh	3	4	7	5	8	4	3
Slc39a9	0	1	1	0	0	0	0
Susd6	0	0	0	0	0	0	0
Srsf5	1	6	3	4	2	2	1
Smoc1	1	0	1	0	0	0	1
Slc8a3	0	0	0	1	2	1	0
Gm20498	0	0	0	0	0	0	0
Cox16	1	0	0	2	3	1	0
Hspe1-ps2	0	0	1	1	0	1	1
Synj2bp	0	0	0	0	0	0	0
Med6	0	2	0	0	0	0	0
Ttc9	0	0	1	0	0	0	0
Pcnx	0	0	0	0	0	1	0
Sipa1l1	0	0	2	2	0	1	0
Rgs6	2	1	0	1	0	0	0
Dcaf4	0	1	1	1	0	1	0
Zfyve1	0	0	2	0	1	0	0
Rbm25	3	3	0	2	1	3	0
Psen1	1	2	0	0	0	0	0
Numb	0	0	0	0	1	0	0
Acot1	0	0	1	0	0	0	0
D0l1	0	0	1	0	0	0	0
Pnma1	0	0	0	0	0	0	0
Elmsan1	0	0	0	1	1	0	0
Ptgr2	1	0	0	0	0	0	0
Zfp410	0	1	0	0	0	0	0
Coq6	0	2	0	0	1	0	0
Entpd5	2	1	1	0	1	0	0
Bbof1	0	0	0	0	0	0	0
Rnf113a2	0	0	0	0	0	0	0
Aldh6a1	0	1	2	1	0	2	0
Lin52	0	2	0	0	0	0	1
Abcd4	1	0	0	0	0	0	0
Npc2	4	10	4	9	10	9	5
Isca2	1	6	2	4	1	1	1
Arel1	0	3	0	0	1	0	0
Fcf1	0	3	3	0	0	0	0
Ylpm1	0	0	1	0	0	0	0
Dlst	1	5	2	2	1	3	2
Rps6kl1	0	1	0	2	0	2	0
Pgf	0	0	1	0	0	0	0
Eif2b2	2	1	0	3	2	0	0
Acyp1	4	4	0	2	3	2	1
Zc2hc1c	0	0	0	0	1	0	0
Nek9	1	2	0	0	2	0	0
Tmed10	3	4	4	1	0	5	0
Fos	0	0	0	0	0	2	0
Erg28	0	2	1	0	3	0	0
Ttll5	1	0	0	0	1	1	0
Tgfb3	0	2	0	1	0	1	0
Ift43	3	1	1	1	1	0	1
Gpatch2l	0	2	2	0	0	0	0
Gm10095	3	8	4	4	6	4	2
Irf2bpl	0	2	0	0	0	0	0
Cipc	0	0	1	0	1	0	0
Zdhhc22	0	2	1	3	2	3	0
Tmem63c	0	0	1	0	0	0	0
Ngb	0	1	0	2	2	4	1
Pomt2	0	0	0	0	1	0	0
Gstz1	1	2	3	1	2	3	0
Tmed8	0	1	1	0	0	1	0
Vipas39	0	1	0	0	0	0	1
Ahsa1	4	12	3	3	11	5	6
Sptlc2	1	0	0	0	0	1	0
Alkbh1	0	1	2	1	0	0	0
Slirp	2	1	3	0	2	1	0
Snw1	3	1	1	1	3	2	0
Oog1	0	0	0	0	0	0	0
Gm2099	0	1	0	0	1	0	1
Gm5789	0	1	0	0	0	1	0
Adck1	2	2	0	0	0	0	0
Nrxn3	1	0	0	0	1	0	2
Dio2	0	0	0	0	0	0	0
Tshr	0	0	0	0	0	0	0
Gtf2a1	0	0	0	2	0	0	0
Ston2	1	0	0	0	0	0	0
Sel1l	0	4	0	2	2	2	1
Gm21007	0	0	1	0	0	0	1
Flrt2	0	1	1	0	2	0	0
Gm6863	0	0	0	0	0	1	0
Galc	0	1	0	0	1	0	0
Gpr65	0	0	0	0	0	0	0
Kcnk10	1	0	0	0	0	0	0
Spata7	0	0	0	0	0	0	0
Ptpn21	0	0	0	1	0	1	0
Zc3h14	1	0	0	0	0	0	0
Eml5	0	1	0	0	0	2	0
Ttc8	0	0	0	0	0	0	0
Foxn3	1	3	0	1	1	0	0
3300002A11Rik	0	0	0	0	0	0	0
Tdp1	0	1	0	0	0	0	0
Kcnk13	0	0	0	0	1	0	0
Psmc1	12	4	5	4	2	7	2
Nrde2	0	0	0	0	0	0	0
Calm1	103	59	74	43	85	53	23
Ttc7b	0	0	1	0	1	0	0
Gm48382	0	0	0	0	0	0	0
Ccdc88c	0	1	0	1	0	0	0
Ppp4r3a	0	0	0	0	0	0	0
D130020L05Rik	0	0	0	0	0	0	0
Fbln5	1	2	0	0	0	0	0
Trip11	1	0	1	1	1	2	1
Atxn3	0	0	0	0	0	0	0
AC121965.1	4	1	3	4	3	5	0
Cpsf2	0	1	0	1	0	0	0
Lgmn	3	5	4	2	3	1	1
Golga5	0	0	0	0	1	1	0
Chga	1	7	2	4	6	4	1
Itpk1	4	1	0	3	1	0	1
Moap1	1	0	0	0	0	0	0
Tmem251	0	2	1	0	0	0	0
Ubr7	0	0	0	0	0	0	0
Btbd7	0	1	1	0	0	0	0
Gm7143	0	1	1	1	1	0	1
Unc79	0	1	1	0	1	0	0
Asb2	0	0	1	1	0	0	0
Ddx24	4	4	4	4	2	1	1
Gm47260	0	0	0	1	0	1	1
Ifi27	3	8	3	2	6	2	0
Ifi27l2a	2	4	2	4	4	4	6
Serpi05	0	5	0	1	0	0	0
Serpi03a	0	0	0	0	0	0	0
Serpi03c	0	0	0	1	0	0	0
Serpi03g	0	1	0	0	0	0	0
Serpi03n	1	0	0	0	0	0	1
Dicer1	0	0	0	1	0	1	0
Clmn	0	1	0	0	0	0	0
Gm28875	0	0	0	0	0	0	0
Snhg10	0	1	1	0	3	0	0
Glrx5	1	1	0	0	1	0	0
Tu0r	1	0	0	0	0	1	0
D430019H16Rik	1	0	0	1	1	1	0
Atg2b	1	0	1	0	1	1	0
Gskip	0	1	1	1	3	0	0
Ak7	0	0	0	0	0	0	0
Papola	2	3	1	1	1	1	0
Vrk1	0	0	0	0	0	0	1
Bcl11b	0	0	0	0	1	0	0
Setd3	0	1	1	0	0	2	0
Ccnk	0	0	0	0	0	1	0
Ccdc85c	0	0	0	0	1	0	0
Hhipl1	0	0	0	1	0	0	0
Cyp46a1	1	0	1	2	2	2	1
Eml1	1	1	1	2	0	2	0
Evl	0	1	1	1	2	0	0
Yy1	0	0	0	1	2	0	0
Slc25a29	0	0	1	0	0	0	0
Wars	2	1	1	0	0	0	3
Wdr25	0	1	0	0	0	0	0
Begain	0	0	2	0	0	0	0
Dlk1	0	4	1	2	3	1	1
Meg3	49	32	38	36	51	41	22
Mir136	0	0	0	0	0	0	0
Rian	1	2	3	2	2	0	1
Gm37899	0	0	0	0	0	0	0
Mirg	0	0	0	0	1	1	0
Gm3379	0	0	0	0	1	0	0
Gm6988	1	0	0	0	0	0	0
Ppp2r5c	3	1	2	1	3	7	3
Gm19605	0	0	0	1	0	0	0
Dync1h1	4	9	4	6	3	1	5
Hsp90aa1	9	17	4	8	18	14	2
Wdr20	0	0	0	0	0	0	1
Mok	0	1	0	0	0	1	0
Zfp839	0	0	0	0	1	2	0
Mpc1-ps	0	1	0	0	1	0	1
Cinp	0	2	0	0	0	0	0
Tecpr2	1	1	1	1	0	1	1
Rps19-ps6	0	3	1	2	2	2	1
Ankrd9	0	1	0	0	0	0	0
Rcor1	0	1	0	1	0	0	0
Traf3	0	0	0	0	1	0	1
A230087F16Rik	0	1	0	0	0	1	0
Cdc42bpb	3	1	0	0	0	0	1
Lbhd2	0	1	1	2	3	1	1
Tnfaip2	0	0	0	0	0	0	0
Gm40578	0	0	0	0	1	0	0
Eif5	0	0	0	1	4	3	1
Mark3	0	0	1	0	1	1	0
Ckb	30	23	29	25	27	26	13
Trmt61a	0	0	0	0	0	0	0
Bag5	0	0	2	1	0	1	0
Apopt1	3	1	1	2	0	0	0
Gm15996	0	0	0	0	0	0	0
Klc1	6	7	18	5	10	8	2
Xrcc3	0	0	0	0	0	0	0
Zfyve21	1	4	4	0	1	0	0
Ppp1r13b	1	1	0	2	0	1	1
2010107E04Rik	4	11	5	6	2	5	3
A530016L24Rik	0	0	0	0	0	0	0
Tmem179	1	2	1	1	3	1	0
Inf2	0	0	0	1	1	0	0
Adssl1	0	0	0	0	0	0	0
Siva1	0	1	0	1	2	0	0
Akt1	1	2	1	1	2	0	0
Cep170b	2	0	2	0	0	0	0
Pld4	2	0	0	0	0	0	0
Ah0k2	1	0	0	0	0	0	0
BC022687	0	0	0	1	0	0	0
Cdca4	0	0	0	0	0	0	0
Jag2	0	2	0	1	0	1	1
Nudt14	0	0	0	1	0	0	1
Brf1	0	0	1	0	0	0	0
Btbd6	1	0	0	0	0	1	0
Pacs2	1	0	2	0	1	1	0
Mta1	0	0	0	0	0	0	0
Crip2	1	1	2	3	7	2	0
Crip1	1	4	0	0	2	0	0
Tmem121	0	1	1	0	1	0	0
Igha	0	0	0	1	0	1	0
Ighd	1	1	0	0	0	0	0
Ighm	0	0	0	1	0	0	2
Zfp386	0	0	0	0	0	0	0
Wdr60	0	0	1	0	0	1	0
Esyt2	0	0	0	1	1	0	0
Ncapg2	0	0	0	0	0	0	0
Ptprn2	1	0	0	0	0	1	0
Rapgef5	0	0	1	0	0	0	0
Itgb8	0	0	0	0	0	0	0
Tmem196	0	0	0	0	1	0	0
Selenop	4	6	2	5	3	4	3
Ghr	1	0	0	0	2	0	1
Fbxo4	0	1	0	0	0	0	0
AW549877	0	0	0	1	0	2	0
Oxct1	3	5	2	1	6	3	2
Plcxd3	0	0	1	0	0	0	1
Gm16374	0	1	0	0	3	0	0
C7	0	0	0	0	0	0	0
Rpl37	19	22	15	19	26	14	7
Gm10250	0	0	1	0	0	0	0
Prkaa1	0	0	0	0	0	0	0
Ttc33	0	2	2	1	3	2	0
Dab2	0	2	1	0	1	0	0
Fyb	1	0	0	0	0	0	0
Gm7666	1	0	0	0	0	0	1
Rictor	0	0	0	1	0	0	0
Osmr	0	0	0	0	0	0	0
Lifr	0	2	0	0	0	0	0
Wdr70	1	0	1	0	0	0	1
AC123611.1	0	0	0	1	0	0	1
Nup155	0	0	0	0	0	0	0
2410089E03Rik	1	0	0	1	1	0	0
Nipbl	0	1	0	0	0	0	0
Slc1a3	1	6	3	2	2	3	2
0dk2	0	0	0	0	0	0	0
Lmbrd2	1	1	0	0	0	0	0
Capsl	0	0	0	0	0	0	0
Prlr	2	3	1	3	0	2	0
D0jc21	0	0	1	0	0	0	0
Brix1	0	1	0	1	0	2	0
Rad1	0	0	0	0	0	1	0
Rai14	0	2	0	0	0	0	0
Rxfp3	0	0	0	0	0	0	0
Tars	0	0	0	2	0	1	0
Npr3	1	0	0	0	0	1	0
Sub1	1	0	6	1	2	4	1
Zfr	1	2	0	0	0	1	0
Gm2573	1	1	0	0	0	0	0
Mtmr12	0	0	0	0	1	0	0
Golph3	0	0	0	0	0	1	0
Pdzd2	1	0	0	0	1	1	0
Gm2606	0	0	0	0	1	0	1
6030458C11Rik	0	0	0	0	0	0	0
Drosha	1	0	2	1	3	1	1
Cdh6	0	0	0	0	0	0	0
Cdh9	0	0	0	0	0	0	0
Cdh10	0	0	0	1	0	0	0
Cdh18	0	0	0	0	1	0	0
Gm6533	1	0	1	0	3	4	1
Basp1	4	3	4	2	9	4	0
Myo10	0	3	1	2	1	3	1
Retreg1	0	1	0	0	0	0	0
Zfp622	2	1	0	1	1	1	0
Ank	1	0	0	0	2	1	0
Otulin	0	0	0	0	0	0	0
Fam105a	0	0	0	1	0	0	0
Trio	1	1	1	0	0	1	0
D0h5	0	0	0	0	0	0	0
Ctnnd2	0	1	0	1	0	1	0
Dap	0	2	0	0	0	0	0
06-Mar	1	1	0	1	1	0	0
Cmbl	0	1	1	0	3	3	0
Cct5	1	2	0	3	6	3	2
Fam173b	1	1	0	1	0	0	0
Snhg18	1	3	1	0	1	1	2
Sema5a	2	0	0	0	2	3	0
Sdc2	2	4	0	1	5	3	3
Cpq	1	1	1	2	1	0	1
Tspyl5	0	0	0	1	0	0	0
Mtdh	1	2	1	1	0	1	0
9930017N22Rik	0	1	0	0	0	0	0
Laptm4b	6	5	1	2	1	2	1
Matn2	0	0	0	2	2	1	1
Rpl30	9	20	10	9	13	10	0
Rida	1	3	2	2	1	3	0
Pop1	0	1	0	0	0	0	0
Stk3	0	2	0	0	0	0	0
Vps13b	1	1	0	0	0	0	0
Cox6c	30	25	12	21	26	23	10
Polr2k	0	0	0	1	3	0	0
Rnf19a	0	0	1	0	0	0	0
Ankrd46	1	0	1	0	2	1	0
Pabpc1	2	2	3	3	3	2	1
Ywhaz	1	10	4	2	9	3	1
Zfp706	4	1	1	0	3	1	1
Ncald	2	0	1	5	1	4	0
Rrm2b	2	0	0	0	0	0	0
Gm3362	0	1	0	0	0	1	0
Ubr5	0	0	0	0	1	0	0
Klf10	0	0	0	0	0	1	0
Azin1	1	1	0	1	1	1	0
Atp6v1c1	5	4	4	1	5	1	1
Baalc	1	1	1	0	0	1	0
Cthrc1	0	0	0	0	1	0	0
Slc25a32	0	0	0	0	0	0	0
Dcaf13	0	0	0	0	0	1	0
Rims2	0	0	1	2	0	1	0
Lrp12	0	0	0	0	0	0	0
Oxr1	2	0	2	0	0	0	0
AC138715.1	0	0	0	1	0	0	0
Angpt1	0	0	0	0	0	1	0
Eif3e	0	0	0	1	0	1	0
Emc2	0	0	2	0	1	1	0
Nudcd1	0	1	0	0	0	0	0
Eny2	6	5	2	1	0	2	1
Ebag9	0	0	0	0	0	0	0
Sybu	0	1	1	0	0	0	0
Csmd3	0	0	0	0	0	0	0
Trps1	0	2	0	2	0	0	0
Eif3h	4	6	2	1	5	5	3
Rad21	2	1	2	0	0	2	1
Gm2387	0	0	0	0	0	1	0
Med30	0	0	0	0	0	0	0
Ext1	0	0	1	0	0	1	0
Samd12	0	0	0	0	1	0	0
Tnfrsf11b	0	0	0	0	0	0	0
Mal2	0	1	0	0	0	0	0
Enpp2	2	1	1	1	2	2	1
Taf2	0	0	0	0	0	0	0
Deptor	0	1	2	0	0	1	0
Col14a1	0	1	0	0	0	0	0
Mrpl13	1	0	0	0	2	2	0
Sntb1	1	0	0	0	0	0	0
Zhx2	0	0	0	0	0	1	0
Derl1	1	7	1	1	2	0	0
Tbc1d31	0	0	0	0	1	0	0
9130401M01Rik	0	1	0	0	1	1	0
Zhx1	0	1	0	0	0	0	0
Atad2	0	1	0	0	0	1	0
Wdyhv1	0	1	0	0	0	0	0
Fam91a1	0	2	1	0	0	0	0
Tmem65	0	0	0	0	0	1	0
Trmt12	0	0	1	0	0	0	0
Rnf139	0	0	0	0	1	0	0
Tatdn1	2	1	1	2	0	1	2
Ndufb9	10	15	10	7	10	7	3
Mtss1	1	2	0	0	0	2	0
Sqle	0	0	0	0	1	1	0
Washc5	0	0	0	0	0	0	0
Nsmce2	1	1	1	2	2	0	0
Trib1	0	0	0	0	2	0	0
Myc	0	0	0	0	0	0	0
Fam49b	1	1	0	0	0	1	0
Asap1	0	0	0	1	1	1	0
Adcy8	0	0	1	1	0	0	0
Efr3a	2	0	0	1	0	1	0
Kcnq3	0	0	1	0	0	0	0
Phf20l1	0	2	0	0	1	0	0
Ndrg1	1	0	1	1	1	2	0
St3gal1	0	0	1	0	1	0	0
Zfat	0	0	0	0	0	0	0
Gm10240	0	0	0	0	0	0	0
Khdrbs3	0	0	1	0	0	0	0
AC157602.1	0	0	0	0	0	0	0
Kcnk9	0	0	0	0	0	0	0
Trappc9	0	2	2	2	3	3	0
Peg13	1	1	3	1	0	0	1
Chrac1	2	1	1	0	0	0	1
Ago2	1	1	0	2	0	0	0
Ptk2	3	0	1	0	1	0	1
Slc45a4	0	0	1	1	1	1	1
Ptp4a3	1	1	1	2	0	2	0
Gm3244	2	1	2	2	3	2	1
Adgrb1	2	1	3	1	1	1	0
Lynx1	4	2	1	3	3	3	2
Ly6d	0	1	0	0	0	0	0
Cyp11b1	0	0	0	0	0	0	0
Ly6e	8	3	3	4	3	5	1
Ly6a	0	1	1	0	1	0	0
Ly6c1	1	1	1	2	2	0	0
Ly6c2	0	0	0	0	0	0	1
Ly6h	3	3	5	1	3	3	2
Gpihbp1	1	0	0	0	0	1	0
Zfp41	0	0	0	1	1	2	0
Top1mt	0	1	0	0	1	1	0
0prt	0	1	0	0	1	0	0
Eef1d	1	1	2	2	2	3	4
Pycrl	1	0	3	1	1	0	0
Tsta3	1	0	0	1	2	0	0
Zfp707	0	0	1	1	0	0	0
Ccdc166	0	0	0	0	0	1	0
K230010J24Rik	0	1	0	0	1	0	0
Scrib	1	0	1	0	0	0	0
Puf60	2	5	5	0	2	2	3
Nrbp2	1	2	0	0	0	2	0
Plec	1	0	1	0	0	0	0
Gri0	2	3	0	5	3	0	1
Oplah	1	2	2	2	0	0	0
Exosc4	2	2	0	1	0	1	1
Gpaa1	0	0	0	0	0	0	0
Rps6-ps1	0	1	1	0	2	1	0
Cyc1	3	6	2	1	2	6	1
Sharpin	0	2	2	1	1	3	2
Maf1	1	1	1	0	2	2	1
Gm35339	0	0	0	0	0	0	1
Mroh1	0	0	1	1	2	0	0
Bop1	0	1	1	0	0	0	0
Scx	0	0	0	0	0	3	0
Hsf1	2	1	1	0	0	1	0
Dgat1	1	2	4	0	1	2	0
AC157566.2	0	0	0	1	0	0	1
Fbxl6	1	1	0	2	0	0	0
Slc52a2	1	0	1	1	0	0	0
Adck5	0	2	0	2	2	0	0
Cpsf1	1	3	0	1	1	1	1
Vps28	3	5	5	1	3	4	0
Cyhr1	2	1	3	3	2	0	1
Kifc2	1	1	1	1	3	0	1
Ppp1r16a	0	1	1	0	0	1	0
Gpt	1	1	1	0	1	2	0
Mfsd3	1	0	2	0	0	0	0
Lrrc14	0	2	0	0	0	0	0
Lrrc24	0	1	0	0	1	0	0
C030006K11Rik	0	1	0	0	0	1	0
Arhgap39	0	0	0	0	0	0	0
Zfp251	0	0	0	0	0	0	0
Rpl8	13	31	13	24	21	17	8
1110038F14Rik	1	1	1	2	1	0	0
Apol6	0	0	0	0	0	0	0
Rbfox2	0	1	1	1	2	1	0
Apol8	0	1	0	1	0	0	0
Myh9	1	0	1	1	0	0	0
Txn2	8	3	4	3	4	3	1
Eif3d	0	0	5	2	5	1	0
Cacng2	3	0	1	1	0	0	0
Ift27	0	3	0	0	1	1	1
Pvalb	3	0	5	1	0	0	0
Ncf4	0	0	0	1	0	0	0
Csf2rb2	0	0	0	0	1	0	1
Csf2rb	0	0	0	0	0	0	0
Tst	0	0	0	2	4	1	0
Mpst	0	0	0	0	2	0	0
Kctd17	3	0	1	1	2	0	0
C1qtnf6	0	0	0	0	1	0	0
Sstr3	0	0	0	0	0	0	0
Rac2	0	0	1	0	0	1	0
Cyth4	0	0	0	1	0	0	0
Elfn2	0	1	1	2	1	3	1
Cdc42ep1	0	0	0	0	0	1	1
Gga1	1	1	2	1	1	1	0
Sh3bp1	1	0	0	0	0	0	0
Pdxp	1	2	0	2	1	0	2
Lgals1	5	10	6	6	7	5	2
Nol12	0	0	0	1	0	1	0
Triobp	0	1	0	1	0	1	0
H1f0	2	5	3	0	0	1	1
Gcat	0	0	0	1	0	0	0
Ankrd54	0	0	0	0	0	1	0
Eif3l	2	4	2	2	0	5	0
Micall1	0	1	0	0	0	1	0
Polr2f	1	3	4	4	9	0	1
Sox10	0	0	0	0	0	0	0
Pick1	1	2	1	0	1	3	1
Maff	0	0	0	0	0	0	0
Tmem184b	0	0	2	0	0	2	0
Csnk1e	2	1	0	0	0	0	0
Kdelr3	0	1	0	0	0	0	0
Ddx17	1	1	1	2	2	3	0
Cby1	1	2	1	3	1	2	0
Tomm22	0	1	1	2	1	0	0
Josd1	1	0	0	0	1	1	0
Gtpbp1	0	0	0	0	1	0	0
Sun2	1	0	0	0	0	1	0
D0l4	0	1	2	0	0	0	0
Nptxr	1	2	2	4	4	3	0
Cbx6	3	5	1	2	2	3	0
Apobec3	0	0	0	0	0	0	1
Cbx7	0	0	0	1	1	0	0
Rpl3	22	48	17	25	61	22	13
Syngr1	3	2	10	2	4	3	2
Tab1	1	0	2	1	0	0	0
Mgat3	0	0	1	0	0	2	0
Mief1	0	1	0	1	0	1	0
Atf4	2	2	1	0	2	1	0
Rps19bp1	0	2	0	0	1	1	0
Cac01i	1	0	0	0	0	0	0
Tnrc6b	0	3	0	1	1	3	0
Adsl	0	4	2	3	2	2	0
Gm6612	0	1	0	0	0	0	1
Sgsm3	2	1	1	0	1	0	0
Mkl1	0	2	0	0	0	1	0
Mchr1	1	0	0	1	0	1	0
Slc25a17	0	1	0	0	1	0	1
St13	2	1	0	0	1	1	0
Xpnpep3	0	0	0	0	1	1	1
Rbx1	4	8	7	4	7	5	2
1110025M09Rik	0	0	0	0	0	0	0
Ep300	0	1	0	1	2	0	0
L3mbtl2	2	0	0	0	0	0	0
Chadl	0	1	0	0	0	0	0
Rangap1	3	2	8	3	2	5	2
Zc3h7b	1	7	5	2	2	2	1
Tef	1	0	1	0	1	1	1
Tob2	0	0	0	0	0	0	0
Phf5a	1	3	1	0	2	1	0
Aco2	5	10	5	3	5	5	2
Polr3h	0	0	0	0	2	2	0
Csdc2	2	3	3	2	3	0	0
Pmm1	7	5	3	5	5	8	4
Gm5805	0	0	0	0	2	0	2
Xrcc6	1	1	0	0	0	0	0
Desi1	1	0	1	0	1	1	0
Snu13	2	0	2	3	1	1	1
Ccdc134	0	1	0	0	0	0	0
Srebf2	2	2	1	1	0	1	2
Cenpm	0	0	0	0	1	0	0
1500009C09Rik	1	5	7	4	4	11	0
03-Sep	2	2	0	0	2	1	0
0ga	1	1	1	1	0	2	0
Smdt1	2	5	7	5	5	7	2
Ndufa6	11	12	21	9	17	12	5
Cyp2d22	0	0	0	1	0	1	0
Tcf20	1	0	0	2	0	1	0
Serhl	1	2	0	0	2	0	0
Rrp7a	1	1	2	1	0	0	0
Poldip3	1	2	0	2	0	1	0
Cyb5r3	3	3	2	2	2	0	0
Arfgap3	0	1	0	0	0	0	0
Pacsin2	0	0	0	1	0	2	0
Ttll1	0	1	0	0	0	1	1
Mcat	1	1	0	0	0	0	0
Tspo	3	3	2	2	5	3	0
Ttll12	0	0	0	0	0	0	0
Scube1	0	0	1	0	0	1	1
Mpped1	0	0	0	1	0	0	0
Sult4a1	1	3	3	4	4	4	3
Pnpla3	0	0	0	0	1	0	0
Samm50	0	7	3	4	1	6	3
Parvb	1	0	0	0	1	1	1
1810041L15Rik	1	0	0	0	0	1	1
Rtl6	1	1	0	0	0	1	0
Prr5	0	1	0	0	3	0	0
Phf21b	0	0	0	0	0	0	0
Gm29666	0	0	0	0	1	0	0
Nup50	1	0	1	1	0	0	0
5031439G07Rik	3	1	2	2	2	0	0
Fbln1	0	0	0	1	0	1	0
Atxn10	4	3	2	3	4	0	1
Wnt7b	0	0	1	0	0	0	0
Cdpf1	1	0	1	2	2	0	0
Ttc38	0	0	0	1	0	0	0
Trmu	1	0	0	0	0	1	0
Celsr1	0	0	0	0	0	0	0
Gramd4	1	0	0	0	0	0	0
Cerk	0	2	0	2	2	1	0
Tbc1d22a	0	0	0	0	0	0	0
Fam19a5	0	1	1	1	5	3	1
Brd1	0	3	2	0	0	0	0
Zbed4	0	0	0	0	0	0	0
Alg12	0	0	0	0	0	0	0
Creld2	1	2	1	2	0	1	0
Pim3	0	1	2	1	0	0	0
Mlc1	0	5	3	1	5	6	1
Panx2	2	0	1	0	0	0	0
Trabd	2	0	1	0	1	0	1
Selenoo	0	2	0	1	1	1	0
Tubgcp6	0	1	0	0	0	0	0
Hdac10	0	1	1	0	0	0	0
Mapk11	0	0	0	0	1	1	1
Plxnb2	0	0	1	1	1	1	0
Dennd6b	0	0	0	2	1	0	0
Ppp6r2	0	0	0	0	0	0	0
Gm26798	0	0	0	0	0	0	1
Sbf1	0	0	1	0	0	0	0
Miox	0	0	0	0	0	0	0
Lmf2	0	0	0	1	0	0	0
Ncaph2	3	1	2	2	1	4	1
Sco2	0	0	0	0	0	1	0
Tymp	0	0	0	0	0	0	0
Odf3b	0	0	0	0	0	0	0
Chkb	1	1	0	0	0	0	0
Mapk8ip2	3	2	1	1	1	2	2
Arsa	2	1	0	2	1	3	0
C230037L18Rik	1	0	0	0	1	1	1
Shank3	1	1	0	0	2	2	0
Gm15609	0	1	0	0	0	0	0
Rabl2	0	0	0	2	0	1	0
Syt10	0	0	0	0	0	0	1
Alg10b	0	0	0	0	0	0	0
Cpne8	0	0	0	0	1	0	0
AC099572.1	0	0	0	0	0	0	0
Rpl31-ps8	1	1	0	0	0	1	0
Kif21a	0	1	1	0	1	0	0
Abcd2	0	0	0	0	1	1	0
Slc2a13	0	0	0	0	0	0	2
Lrrk2	0	0	0	1	0	0	0
Cntn1	0	3	3	1	0	3	4
Pdzrn4	0	0	1	0	0	0	0
Gm4335	0	0	0	0	0	0	0
Gm24447	18	9	7	5	12	8	5
Gxylt1	0	0	0	0	0	2	0
Yaf2	0	0	0	0	1	0	1
Zcrb1	2	3	1	3	1	1	0
Pphln1	1	0	0	0	0	0	1
Prickle1	2	4	1	1	2	1	0
Irak4	1	1	0	0	0	0	0
Twf1	1	0	0	0	0	0	1
Nell2	2	1	1	1	1	2	0
Dbx2	1	0	0	0	0	0	0
Ano6	0	0	0	0	1	0	0
2610037D02Rik	0	0	0	0	0	0	0
Arid2	0	1	1	1	0	1	0
Scaf11	2	0	1	1	0	1	3
Slc38a1	0	1	0	2	3	1	0
Slc38a2	1	1	1	1	1	0	0
Amigo2	0	0	0	0	0	0	0
Pced1b	0	0	0	0	0	0	0
Rpap3	1	3	3	0	0	2	0
Rapgef3	0	0	1	0	0	1	0
Slc48a1	3	2	1	0	0	2	1
Hdac7	1	0	0	0	1	1	0
Vdr	0	0	1	0	1	0	0
Tmem106c	1	3	2	1	1	0	0
Senp1	0	1	0	0	0	0	0
Pfkm	3	4	2	3	3	4	1
Asb8	1	0	1	0	2	1	1
Ccdc184	0	1	0	0	0	1	0
Olfr287	0	0	0	0	0	0	0
Kansl2	0	0	0	0	0	0	0
Ccnt1	2	1	0	1	0	2	0
Adcy6	0	0	0	1	0	0	1
